error,count
,66150
301: ,26
Unable to serialize object of type: twitter4j.internal.json.StatusJSONImpl,36
twitter4j.internal.json.UserJSONImpl,2
JSONObject[&quot;display_url&quot;] not found.,7
"JSONObject[&quot;entities&quot;] not found.:{&quot;utc_offset&quot;:0,&quot;friends_count&quot;:342,&quot;profile_image_url_https&quot;:&quot;https://si0.twimg.com/profile_images/3472432483/07133836faedec0252f17d691cb7eb5d_normal.jpeg&quot;,&quot;profile_background_image_url&quot;:&quot;http://a0.twimg.com/images/themes/theme14/bg.gif&quot;,&quot;listed_count&quot;:0,&quot;default_profile_image&quot;:false,&quot;favourites_count&quot;:203,&quot;description&quot;:&quot;Born at a very young age. Top Jock - DJ Bookings-maxwellDJ18@hotmail.co.uk &quot;,&quot;created_at&quot;:&quot;Tue Dec 27 23:49:48 +0000 2011&quot;,&quot;is_translator&quot;:false,&quot;profile_background_image_url_https&quot;:&quot;https://si0.twimg.com/images/themes/theme14/bg.gif&quot;,&quot;protected&quot;:false,&quot;screen_name&quot;:&quot;maxwellDJ18&quot;,&quot;profile_link_color&quot;:&quot;009999&quot;,&quot;id_str&quot;:&quot;448404395&quot;,&quot;id&quot;:448404395,&quot;profile_background_color&quot;:&quot;131516&quot;,&quot;geo_enabled&quot;:true,&quot;lang&quot;:&quot;en&quot;,&quot;profile_sidebar_border_color&quot;:&quot;EEEEEE&quot;,&quot;profile_text_color&quot;:&quot;333333&quot;,&quot;verified&quot;:false,&quot;profile_image_url&quot;:&quot;http://a0.twimg.com/profile_images/3472432483/07133836faedec0252f17d691cb7eb5d_normal.jpeg&quot;,&quot;time_zone&quot;:&quot;Casablanca&quot;,&quot;contributors_enabled&quot;:false,&quot;url&quot;:&quot;null&quot;,&quot;profile_background_tile&quot;:true,&quot;profile_banner_url&quot;:&quot;https://si0.twimg.com/profile_banners/448404395/1365018601&quot;,&quot;statuses_count&quot;:2520,&quot;follow_request_sent&quot;:&quot;null&quot;,&quot;default_profile&quot;:false,&quot;following&quot;:&quot;null&quot;,&quot;followers_count&quot;:309,&quot;profile_use_background_image&quot;:true,&quot;name&quot;:&quot;DJ MaxwellJ &quot;,&quot;location&quot;:&quot;Attleborough&quot;,&quot;profile_sidebar_fill_color&quot;:&quot;EFEFEF&quot;,&quot;notifications&quot;:&quot;null&quot;}",1
"JSONObject[&quot;entities&quot;] not found.:{&quot;utc_offset&quot;:-32400,&quot;friends_count&quot;:4,&quot;profile_background_image_url&quot;:&quot;http://a3.twimg.com/profile_background_images/179009017/t4j-reverse.gif&quot;,&quot;listed_count&quot;:3,&quot;favourites_count&quot;:2,&quot;description&quot;:&quot;Hi there, I do test a lot!new&quot;,&quot;created_at&quot;:&quot;Sun May 27 09:52:09 +0000 2007&quot;,&quot;protected&quot;:false,&quot;screen_name&quot;:&quot;twit4j&quot;,&quot;profile_link_color&quot;:&quot;0000ff&quot;,&quot;id_str&quot;:&quot;6358482&quot;,&quot;show_all_inline_media&quot;:false,&quot;id&quot;:6358482,&quot;profile_background_color&quot;:&quot;9ae4e8&quot;,&quot;geo_enabled&quot;:true,&quot;lang&quot;:&quot;en&quot;,&quot;profile_sidebar_border_color&quot;:&quot;87bc44&quot;,&quot;profile_text_color&quot;:&quot;000000&quot;,&quot;verified&quot;:false,&quot;profile_image_url&quot;:&quot;http://a3.twimg.com/profile_images/1184543043/t4j-reverse_normal.jpeg&quot;,&quot;time_zone&quot;:&quot;Alaska&quot;,&quot;contributors_enabled&quot;:false,&quot;url&quot;:&quot;http://yusuke.homeip.net/twitter4j/&quot;,&quot;profile_background_tile&quot;:false,&quot;statuses_count&quot;:13405,&quot;follow_request_sent&quot;:false,&quot;following&quot;:true,&quot;followers_count&quot;:24,&quot;profile_use_background_image&quot;:true,&quot;name&quot;:&quot;twit4j&quot;,&quot;location&quot;:&quot;location:&quot;,&quot;profile_sidebar_fill_color&quot;:&quot;e0ff92&quot;,&quot;notifications&quot;:false}",1
"JSONObject[&quot;url&quot;] not found.:{&quot;utc_offset&quot;:-18000,&quot;friends_count&quot;:177,&quot;profile_image_url_https&quot;:&quot;https://si0.twimg.com/profile_images/1835646533/gu44kEhi_normal&quot;,&quot;listed_count&quot;:0,&quot;profile_background_image_url&quot;:&quot;http://a0.twimg.com/images/themes/theme9/bg.gif&quot;,&quot;default_profile_image&quot;:false,&quot;favourites_count&quot;:0,&quot;description&quot;:&quot;I&#x27;m a gamer and will always be one. I like to keep up with the entertainment life. Where it&#x27;s celebrities, technology or trying to keep up with latest trend&quot;,&quot;created_at&quot;:&quot;Sat Oct 29 09:23:10 +0000 2011&quot;,&quot;is_translator&quot;:false,&quot;profile_background_image_url_https&quot;:&quot;https://si0.twimg.com/images/themes/theme9/bg.gif&quot;,&quot;protected&quot;:false,&quot;screen_name&quot;:&quot;ayecrispy&quot;,&quot;id_str&quot;:&quot;400609977&quot;,&quot;profile_link_color&quot;:&quot;2FC2EF&quot;,&quot;id&quot;:400609977,&quot;geo_enabled&quot;:false,&quot;profile_background_color&quot;:&quot;1A1B1F&quot;,&quot;lang&quot;:&quot;en&quot;,&quot;profile_sidebar_border_color&quot;:&quot;181A1E&quot;,&quot;profile_text_color&quot;:&quot;666666&quot;,&quot;verified&quot;:false,&quot;profile_image_url&quot;:&quot;http://a0.twimg.com/profile_images/1835646533/gu44kEhi_normal&quot;,&quot;time_zone&quot;:&quot;Eastern Time (US &amp; Canada)&quot;,&quot;url&quot;:&quot;null&quot;,&quot;contributors_enabled&quot;:false,&quot;profile_background_tile&quot;:false,&quot;entities&quot;:{&quot;description&quot;:{&quot;urls&quot;:[]}},&quot;statuses_count&quot;:113,&quot;follow_request_sent&quot;:false,&quot;followers_count&quot;:17,&quot;profile_use_background_image&quot;:true,&quot;default_profile&quot;:false,&quot;following&quot;:false,&quot;name&quot;:&quot;Chris Bautista&quot;,&quot;location&quot;:&quot;Jacksonville, FL&quot;,&quot;profile_sidebar_fill_color&quot;:&quot;252429&quot;,&quot;notifications&quot;:false,&quot;status&quot;:{&quot;in_reply_to_status_id_str&quot;:&quot;null&quot;,&quot;in_reply_to_status_id&quot;:&quot;null&quot;,&quot;coordinates&quot;:&quot;null&quot;,&quot;created_at&quot;:&quot;Sun Dec 16 02:37:57 +0000 2012&quot;,&quot;truncated&quot;:false,&quot;in_reply_to_user_id_str&quot;:&quot;null&quot;,&quot;source&quot;:&quot;&lt;a href=\&quot;http://tweedleapp.com/\&quot; rel=\&quot;nofollow\&quot;&gt; Tweedle&lt;\/a&gt;&quot;,&quot;retweet_count&quot;:0,&quot;retweeted&quot;:false,&quot;geo&quot;:&quot;null&quot;,&quot;in_reply_to_screen_name&quot;:&quot;null&quot;,&quot;entities&quot;:{&quot;urls&quot;:[],&quot;hashtags&quot;:[],&quot;user_mentions&quot;:[]},&quot;id_str&quot;:&quot;280139673333035008&quot;,&quot;in_reply_to_user_id&quot;:&quot;null&quot;,&quot;id&quot;:280139673333035008,&quot;text&quot;:&quot;Gotta love olive Garden!&quot;,&quot;place&quot;:&quot;null&quot;,&quot;contributors&quot;:&quot;null&quot;,&quot;favorited&quot;:false}}",1
twitter4j.conf.ConfigurationBase$MyHttpClientConfiguration,5
Unable to serialize object of type: twitter4j.StatusJSONImpl,16
